LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2020-11-28 16:28:54,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:55,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:55,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:55,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:55,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:55,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:56,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:56,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:57,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:57,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:58,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:58,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:58,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:58,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:58,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:59,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:59,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:59,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-11-28 16:28:59,1900-01-00 00:00:00,tapiboong,A4:12:32:F2:04:75,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
